id,Review,aspect category,aspect category1,aspect category2,polarity,polarity1,polarity2
807,['Nothing to be liked about this company after paying money they starte ignoring you no local service'],['price'],[''],[''],0,,
808,"['1.The software is easier to use than it even appears.  This makes it simpler for non-finance people who may find themselves required to attend to such matters e.g. Start-ups, local SME's and EME's etc.  2. The support team are atypically, prompt and efficient. In our experience with online support from other service providers, there is more often than not a delay in responding, be it short or long. In some instances, the support staff have not had the expertise to offer guidance or solve elementary problems.  The ZipBooks team is impressively swift and knowledgeable. ']",['ease of use'],['customer support'],[''],1,0,
809,"['It allows me to accomplish everything I need, from sending expenses, to tracking time and expenses, to invoicing. I've used other software and it either didn't include time tracking or it was too expensive for my small business.   Their web app is also incredibly easy to use and is design very well. It's all organized in a way that makes sense and the charts/reports are beautiful.']",['accounting method'],['ui'],[''],1,1,
810,['The good new is that they listened to the customers and would always solve problems quickly. The interface is ridiculously easy to understand and flows really well. It's the best user interface experience I've had for accounting software.'],['customer support'],['ui'],[''],1,1,
811,"['I'm using the free version, it's good enough for me to track my profit or loss. The invoice section is very good as well, just enter the blanks and it's all auto. The best part is the support, because i am getting full support although i am using the free version.']",['price'],['auto update'],['customer support'],1,1,1
812,['I love the simplicity of ZipBooks and that it doesn't require  a software installation. It has all the features I need to run my business without having to pay or wade through features I don't need.'],['storage'],['price'],[''],1,1,
813,"['I do like the user interface of Zipbooks. Some parts of it are certainly easier and more intuitive than QuickBooks, which we ended up going with in the end. The whole thing feels pretty streamlined. I also appreciated the customer support team. Even though I was just on a free trial I did get prompt assistance whenever I asked for it.']",['ui'],['customer support'],[''],1,1,
814,['Its very easy to use with minimal issues.'],['ease of use'],[''],[''],1,,
815,"['Add expenses, track time, create projects, create tasks within projects, print out accounting reports, send invoices and receive payments in app, recurring invoicing available, ability to set up reminders automatically']",['functionality'],['accounting method'],[''],1,1,
816,"['Zipbooks is a phenomenal tool for invoicing and billing clients. As a digital agency, our team does all of our estimating, invoicing, billing, time tracking and accounting through Zipbooks, and it's been a great experience. The platform has seen continuous improvement throughout 2017 and 2018, so I have a lot of confidence that we'll continue to run our business through Zipbooks.']",['accounting method'],['update'],[''],1,1,
817,['The software itself is fairly straightforward and easy to use. What is really great though is that their support team is very knowledgeable and can not only help solve technical issues but can also help explain what their software means to you from an accounting standpoint.'],['ease of use'],['customer support'],[''],1,1,
818,['I have been using Zipbooks since last year and I have enjoyed the ease of use. They clean interface is very appealing.'],['ease of use'],['ui'],[''],1,1,
819,"['Recurring invoices, payment reminders, great support, iPhone app, quotation system, easy to use report features, integration with Slack.']",['accounting method'],['customer support'],['ease of use'],1,1,1
820,['ZipBooks has a very clean interface. All the data is so clear. It's a fast platform and it's easy to navigate. All the backend is there too if you're an experienced bookkeeper looking for flexibility.'],['ui'],['time'],[''],1,1,
821,['Time Tracking and generate invoices for those times for a particulate project is once of the greatest feature that zip books has. Other than that it would be very cost efficient and also very easy for a business to use this solution for there book keeping'],['accounting method'],['price'],[''],1,1,
822,"['Great Customer Service, Available when you need it, Accounting made easy and management of clients is great.']",['customer support'],['accounting method'],[''],1,1,
823,"['The simple design is the most attractive part of this software to me. So many other accounting programs are not very streamlined and simple, but Zipbooks is inexpensive and the customer service is very helpful. ']",['ui'],['price'],['customer support'],1,1,1
824,"['For this software things I like and appreciate the best is the customer support. I have needed on-line chat several times and they always answer, but goes a step farther in teaching me what I need to know to prevent this mistake from happening again and repeating.  I also like how easy it is create an invoice.']",['customer support'],['accounting method'],[''],1,1,
825,"['The user interface is intuitive and easy! I like that I don't have to be an accounting pro to get set up and start invoicing clients. My clients love how easy it is to pay me. They click a couple of buttons and they are done, which means faster payments and more efficient accounting for me!']",['ui'],['accounting method'],[''],1,1,
826,"['You don't need to be certified to use it! Unlike other accounting options :). It was easy to use, the reports were great and it helped for invoicing, time tracking and accounting.']",['ease of use'],['functionality'],[''],1,1,
827,"['ZipBooks makes tax time easy - in the past I struggled to gather all the information needed to file taxes for our small business - after using ZipBooks for the last year, taxes are a breeze and I no longer dread the day(s) spent preparing my tax returns.']",['functionality'],['time'],[''],1,1,
828,['The software is user friendly.  Easy to re-set up our company.  Like the on-line look from the customer's point of view.  It's easy to complete.'],['ease of use'],['ui'],[''],1,1,
829,"['Easy to use, no frills, perfect for small business.  Makes the daily chore of bookkeeping fairly easy.']",['ease of use'],[''],[''],1,,
830,"['Nice UI, very easy to use and teach new team members how to track their time per projects. Makes a simple process (project time tracking) a simple task for team members to achieve per week.']",['ui'],['ease of use'],[''],1,1,
831,"['Great app! They provide the best reads of the day, week and month. Working in NYC , very convenient to walk into a Barnes n Nobles and get a quick peak of today's best read.']",['functionality'],[''],[''],1,,
832,['A beautiful interface with a clean layout gives you the first impression you are in an elegant accounting program.  It also gives you step by step guides to connect banks and the progress of your connections.  The ai is smart and will often correctly label your transactions.'],['ui'],['customer support'],[''],1,1,
833,"['This software connects with your bank account and automatically syncs transactions and auto-categorizes transactions. I've only been using for a few days, but have not had an issue with the auto-categorization of expenses and revenues. Saves a lot of time. I also like the auto-generated financial statements. Goof feature for free software.']",['accounting method'],['time'],[''],1,1,
834,['It it enormously usable for the stuff I daily face with'],['none'],[''],[''],1,,
835,"['It would be crazy not to appreciate it!!!  It is of fundamental help for my work. I can create, edit, send, download an invoice from anywhere in the world with just my phone qnd few clicks. I used to have all invoice scattered everywhere in my personal computer, home computer. Now i have everything with me at all time']",['functionality'],['accounting method'],[''],1,1,
836,"['Color coding, clean interface, simple to use so that I actually am able and motivated to keep up with my accounting. Love the option to outsource bookkeeping as I scale. Custom categories are really nice, too. Love ability to add docs to transactions and link transactions to certain clients.']",['ui'],['ease of use'],[''],1,1,
837,['It's easy-to-use and I don't have to read endless tutorials to figure it out. A close second is that it accepts PayPal and credit card payments--my clients love it!'],['ease of use'],['accounting method'],[''],1,1,
838,['Zipbooks is the best and easiest accounting software available out there. I know this because I free tried them all. They differentiate themselves bye the ease of use and the app that is above and beyond user-friendly. I have access to all the features that I need even though I'm on the free plan so with the upgrade you can get access to the most powerful features available. I recommend the software strongly to everyone. Paul'],['ease of use'],['price'],[''],1,1,
839,"['Simple, Attractive User Interface. Not difficult to learn or teach staff. Easy for customers to interact with.  - Shout out to the support staff who has been stellar at listening and resolving issues.']",['ui'],['customer support'],[''],1,1,
840,"['Clean, simple user interface. Customer support via Chat is extremely responsive - even on holidays - imagine that. Everything I need; invoicing, time tracking, sending custom receipts for checks and cash, simple P&L reports. Love it! I am recommending this service to all of my clients that have a need.']",['ui'],['customer support'],['accounting method'],1,1,1
841,['Excellent user interface design and dashboard. Super easy to navigate with a strong attention to the information architecture. Intuitive invoicing software. Amazing customer service!'],['ui'],['customer support'],['accounting method'],1,1,1
842,"['Extremely easy to use interface. Live chat option with a bookkeeper, preset categorization, help every step of the way, ability to track EVERYTHING about my business.']",['ease of use'],['customer support'],[''],1,1,
843,"['The interface is very modern, responsive, and easy to navigate. I moved from QuickBooks to ZipBooks due to a recent price increase, and I haven't looked back. It has most of the features from QuickBooks that I needed, plus I actually enjoy working in ZipBooks because the app just works.']",['ui'],['price'],[''],1,1,
844,"['At the end of this day, this has streamlined how I send invoices and receive payments, without having to think about the software. That's a win for me.']",['accounting method'],[''],[''],1,,
845,['All web based means no more downloads on my computer! Linking a bank account was very easy! The mobile apps help as well. Customer service responded in under 12 hours!!!'],['storage'],['customer support'],[''],1,1,
846,"['Cheap, clean and easy to use.  Customer support is wicked fast.  I am blown away about how intuitive the software is.  Easy to import lists and accept payments.  Looks super professional.']",['price'],['ease of use'],['customer support'],1,1,1
847,"['ZipBooks is extremely simple to use. It helps with organization of contacts, invoices, drafts, estimates, Billing and it even creates reports. For no cost you can use ZipBooks to get organized and start invoicing clients, even accepting electronic payments and linking bank accounts.  The mobile interface is also simple to use and effective, so creating invoices on the go is not a problem.']",['ease of use'],['accounting method'],[''],1,1,
848,"['Really good tool to help you with the accounting books of startup, you can create online invoices, track time, bills, etc']",['accounting method'],[''],[''],1,,
849,"['I like ZipBooks feedback functionality - the ease of which you can receive reviews, and how it incorporates the most popular social media.']",['other'],[''],[''],1,,
850,['Easy to pull reports when I need them. Used to have bookkeepers as well'],['backup'],[''],[''],1,,
851,['Easy to set up and easy to use. Great mobile app. Free!'],['ease of use'],['price'],[''],1,1,
852,"['You do not have to have any accounting experience to use it.  The importing feature from the Banks is fantastic, saving a ton of time of tracking expenses and applying them to the appropriate expense categories (accounts).  The Time Tracking is also very easy to use.']",['accounting method'],['ease of use'],[''],1,1,
853,"['1.The software is easier to use than it even appears.  This makes it simpler for non-finance people who may find themselves required to attend to such matters e.g. Start-ups, local SME's and EME's etc.  2. The support team are atypically, prompt and efficient. In our experience with online support from other service providers, there is more often than not a delay in responding, be it short or long. In some instances, the support staff have not had the expertise to offer guidance or solve elementary problems.  The ZipBooks team is impressively swift and knowledgeable. ']",['ease of use'],['customer support'],[''],1,1,
854,['Easy to use and very user friendly. Customer support is always fast and has a solution to most any problem I through their way.'],['ease of use'],['customer support'],[''],1,1,
855,"['It allows me to accomplish everything I need, from sending expenses, to tracking time and expenses, to invoicing. Their web app is also incredibly easy to use and is design very well. It's all organized in a way that makes sense and the charts/reports are beautiful.']",['accounting method'],['ease of use'],['ui'],1,1,1
856,"['Easy to use for someone with no accounting knowledge.  Perfect for an MLM or hobby turned business.  I love, love, love that their customer service is responsive.']",['ease of use'],['customer support'],[''],1,1,
857,"['For me, it's well worth the effort because the system saves me time and stress in so many other ways. Also I'm a sole trader so I don't have many accounts to sort out. I can imagine it would be different for someone with a bigger company or more regular turnover.']",['time'],[''],[''],1,,
858,['I wish there was a way to export a formatted excel spreadsheet of reports or be able to print to a PDF (single-page) easier.'],['functionality'],[''],[''],0,,
859,"['The biggest issue I have with ZipBooks is their mobile app. I'm running it on my iPhone and it seems like it's just a web-app published in a shell, storing no local information. It's difficult to track time or send invoices that haven't been saved as a draft. Sent invoices also display in reverse order with the cache clearing every time I open the app.  If they built a full-featured, native app I think ZipBooks would be perfect.']",['storage'],['accounting method'],[''],0,0,
860,"['The reporting features are seriously lacking.  No balance statement, COG's are lumped together on the Income Statement, no division of income sources and no field on the Income Statement is clickable for a detailed report.  Invoice and Expense pages are long with one arrow to the next page on the top and when editing an invoice or expense and saving, you are brought to the ""1-50"" page instead of the current page you were working on.']",['functionality'],['accounting method'],[''],0,0,
861,"['The fact that I can't mark an invoice as paid from the list view.  I don't like the extra step of clicking through to the individual invoice. But, it's a minor inconvenience.']",['accounting method'],['time'],[''],0,0,
862,"['Should consider to give us more access in the Income Statement report. The Income statement report is more than enough for my operation, sometime just wish i can click on the amount and it will show me the details. But this feature only available in paid version. I am still waiting for the Android version to be release, then i can easily snap and store my suppliers invoices and receipts.']",['functionality'],['price'],[''],0,0,
863,['Nothing so far. If my needs expand I can migrate to something more robust.'],['none'],[''],[''],1,,
864,"['Overall, it just feels like an ""also ran"", watered down version of it's main competition - QuickBooks. I was only on the free version, so that may change when paying to unlock other features.  Furthermore, I hated that when I wanted to export my information to put it into QuickBooks, no such option was available to me. If I understand right there is no way to export data, which is ridiculous. It may be that I'm misremembering and it's just not possible to export without paying, which would also be a problem.']",['functionality'],['price'],[''],0,0,
865,['10 day turn around on payment of invoices'],['accounting method'],[''],[''],0,,
866,"['Visually clean but not as streamlined to use. Projects can't be created on the fly in the time tracking app, but have to be created ahead of time. Still quick to do but it's an extra step. Same for tasks within projects. They must be created ahead of time too, though each project automatically creates a General task. Invoice design is simple and clean but there's not much that can be customized beyond the logo.']",['ui'],['auto update'],[''],1,0,
867,"['It's still a relatively new software, and I was one of the early adopters, so there were a few minor bugs and quirks in the past. The good thing is, most of the bugs are squashed, and the roadmap for the future of the app looks very bright!']",['other'],[''],[''],0,,
868,"['The slick interface comes to be a burden when reconciling transactions - if you're not an accountant by trade, it can be easy to make a mistake and have difficulty correcting it due to the streamlined presentation.']",['ui'],['ease of use'],[''],0,0,
869,"['I don't like that I can define that my business uses cash basis but the reports always default to accrual.    It would be nice to understand how the business health score is calculated, as mine continues to decrease despite the fact that I thought my business was continuing to improve.']",['functionality'],[''],[''],0,,
870,['I had to do a lot of manual work merging repeating transactions when I connected PayPal account and bank account since PayPal was pulling money from the bank. It would be nice to have a system that detects duplicate transactions.     Changing a transaction that is attached to a paid invoice turned the invoice to draft even if the  invoice was marked as paid.'],['time'],['accounting method'],[''],0,0,
871,['Can only accept internet payments with American banks.'],['accounting method'],[''],[''],0,,
872,"['The mobile app has a few bugs that are very obvious. Incorrect account balances and poor sorting of time tracking 'jobs.' Some of these bugs have been ongoing since I signed up, and a few have been fixed. I hope they keep improving the app.']",['accounting method'],['update'],[''],0,0,
873,['Amount of restrictions that applied during the free tire is higher in count when this is compared with other solutions.'],['price'],[''],[''],0,,
874,"['Managing transactions is automated with your linked bank account.  But, entering transactions manually is tricky.   The user must keep a close eye on transactions so the software reconciles accurately.  But, this could be relevant to any accounting software...']",['auto update'],['functionality'],[''],1,0,
875,"['Because I have an untraditional business model without regular payments, the business score and analytics about business health are not very helpful and actually make me feel like my business isn't as strong as it actually is.  I'd prefer to turn them off if I could! But that's a very small con. I also wish I could export a list of individual expenses with their category listed but screenshots will do for now!']",['other'],[''],[''],0,,
876,"['The cons for me or a limited amount reports, lack of export options, and the large difference in categories.']",['accounting method'],['functionality'],[''],0,0,
877,"['Because I don't understand accounting, I had some trouble reconciling some of the charges/credits and couldn't ""undo"" what I'd done very easily. It's not the most forgiving, however, their customer service was top notch in helping me solve the issue for no additional charges. I thought I'd have to hire someone to fix it, and they gave me free advice to help me fix it myself.']",['ease of use'],['customer support'],[''],0,1,
878,"['They are still growing their integrations to work with other software and solutions so you can't connect with very many apps outside paypal, stripe, and wepay.']",['accounting method'],[''],[''],0,,
879,"['I wish there was a little more on the free tier - they do a lot to make you buy a subscription, which is an understandable business model, but sometimes I wish things like syncing a bank account more than once a day (especially if you have to change your password on the banking website) were included in the free tier.']",['price'],[''],[''],0,,
880,"['I do find it a bit frustrating that I cannot find out WHEN my deposits are estimated to hit my bank.  It's either that it doesn't exist in the software, or that it's difficult, even for a daily user, to find it in the menu system.']",['ease of use'],['functionality'],[''],0,0,
881,"['Customer service is responsive, but point the finger at their processor.  that does not get me paid.   My customers orders have been delayed because of a ZIPBOOKS issue. I have been waiting for my payments to be released for now in 12 days.  This is completely unacceptable.  They used to be completely free now they want you to upgrade and pay a monthly fee to use the advanced services, but suddenly can't process payments in a timely manner, or in my case at all.    Just something to think about before you start using this service.  If you NEED to get paid, might want to find another service.']",['customer support'],['time'],['accounting method'],1,0,0
882,"['The mobile applications can use some work. The iOS application is pretty buggy, but accessed through the web, it is pretty flawless.']",['other'],[''],[''],0,,
883,['Best reads are often repeated. On days I actually want to check out what to read and noticing it before is a turn off.'],['functionality'],[''],[''],0,,
884,"['It would show a balance of 3-4 past transactions, however have ALL the transactions in there.    Working with customer service is annoyingly slow.  Response times in my experience have been days and I am a paid member.  Along with the responses are silly gifs some people may dig, but when you have a problem, it's downright insulting.  After customer service realizing I was on an old system, they had it upgraded and wanted me to re-connect my Credit Union.  As a result every transaction was gone!  So years of balancing my business was vaporized.  Thank god I didn't trust their customer service rep and exported everything prior to doing such a poor suggestion. ']",['time'],['customer support'],[''],0,0,
885,['I did have to brush up on some accounting fundamentals to ensure I am recording transactions correctly. It would be nice if they had some tips/descriptions of different types of transactions and how to properly record them. Was able to figure it all out through Google search though.'],['ease of use'],[''],[''],0,,
886,['I see almost no problem in this application'],['none'],[''],[''],1,,
887,['Maybe the renovation is too often so what happens is that you can't keep up with it all the time. This is the only thing'],['update'],[''],[''],0,,
888,['I don't like that bulk-categorization was removed from free accounts without notice or at least a free trial of the next paid tier account so we could understand whether we should upgrade. I also don't like that there's no cash flow statement at this time under reporting.'],['price'],['accounting method'],[''],0,0,
889,"['I think some of the expenses categories are confusing/unnecessary.  I would also like to see some customization of expense categories, though this is perhaps something that is offered and I have yet to learn how to do.']",['ease of use'],['update'],[''],0,0,
890,['I'm waiting for the Android phone app to be released soon. They are expecting to be released in the beginning of the second quarter of 2018'],['other'],[''],[''],0,,
891,['Growing company always have hiccups but they are always responsive and willing to listen to customers and fix things ASAP'],['customer support'],[''],[''],1,,
892,"['Maybe it's just me, being a numbers derelict and all, but some of the features (the things you need to do) are not that easy to find. However on the bright side, if you ask a question, you will usually get a fast straight answer.']",['ease of use'],['customer support'],[''],0,1,
893,"['5 day waiting period for payments was frustrating at first. Eventually, I was able to learn how to drop this down to a 2 days. Also, some functionality took me a bit to figure out. But customer service was able to answer my questions within a matter of minutes!']",['time'],['functionality'],['customer support'],0,0,1
894,['No inventory tracking feature. I would love more freedom in setting up my invoices. I need more options because my products vary. Also no intergration with eBay. But I still love the software.'],['inventory management'],['auto update'],[''],0,0,
895,"['It could allow a bit more invoice customization, like being able to set a NET-15 / NET-30 on a recurring invoice rather than it being due on receipt. Other than that, it's worked pretty well.']",['auto update'],['accounting method'],[''],0,0,
896,['There are some aspects of the UI that feel a bit bloated and unnecessary. Could be streamlined some.'],['ui'],[''],[''],0,,
897,"['They only have an app for IOS, No Android app yet, however I was informed it will be here late summer! (very excited about that)']",['other'],[''],[''],0,,
898,"['Would like more short video tutorials and fees always seem high, just need to keep building our revenue through this site and that would seem less.']",['ease of use'],['price'],[''],0,0,
899,"['It is a very complete software and easy to use, I have no complaints about this software, really it works very good']",['ease of use'],[''],[''],1,,
900,"['I don't like that I can't track inventory. I'll need to have, open and use an additional program for inventory and figure out how to incorporate them.']",['inventory management'],[''],[''],0,,
901,"['Can't easily do deferred revenue, so it's not ideal for SaaS where upfront payments are involved']",['accounting method'],[''],[''],0,,
902,['I have had to integrate SFDC with ZenDesk and other solutions and what a pain! The fact that books integrate with their CRM with their Desk app is wonderful. This does everything you need from creating invoices to managing expenses and accounts.  Very easy to use and full-featured.  It is a definite must for small businesses that are looking for a robust affordable solution that might also need a CRM (look at zoho one).'],['accounting method'],['ease of use'],[''],0,0,
903,['Incredibly good value for the price (way cheaper than Freshbooks/Quickbooks)  Integrates well with the rest of the Zoho suite  Close to everything you'd want from a cloud bookkeeping software'],['price'],['storage'],[''],1,1,
904,['Very easy to navigate through. Learned it in just a couple days. Love to use it. Will recommend to others'],['ease of use'],[''],[''],1,,
905,"['The setup is fairly straightforward, and the learning curve is very manageable. It's really nice to have a good (and reasonable) set of defaults for categories and account structure. That made initial use and customization pretty easy to do. The documentation is generally good, and tip links are numerous.']",['ease of use'],['auto update'],[''],1,1,
906,['It's easy to use  if you're doing simple bookkeeping'],['ease of use'],[''],[''],1,,
907,"['Great for small, medium businesses. Might require tropicalization for local markets.']",['none'],[''],[''],1,,
908,"['We use Zoho Books for our small enterprise accounting needs. It is a very cost-effective solution, especially if you are running it with other Zoho suite products. It includes many of the features of more expensive alternatives. The projects feature is very useful for tracking expenses around each project. The software is also easy to implement across a team.']",['price'],['accounting method'],[''],1,1,
909,"['You can integrate easily with other tools, manage your invoices and reimbursements easily using zoho books. Me and my team are really satisfied.']",['functionality'],['accounting method'],[''],1,1,
910,"['Value for money is incredible, most of the list of features/functionality needed are out of the box features and is very intuitive.']",['price'],['functionality'],[''],1,1,
911,['Everything! Mainly the level of customization available and CRM integration.'],['auto update'],[''],[''],1,,
912,['Phone based app & laptop s-ware are EZ to use.'],['ease of use'],[''],[''],1,,
913,"['Zoho books is cloud based accounting software with many impressive features. Below are the pros of ZOHO Books  1. Zoho comes with many inbuilt accounting software features like inventory management, Payroll processing, Sales and Purchase booking etc.']",['storage'],['inventory management'],[''],1,1,
914,['Excellent/fast support. Interface can be fun to use and is quick to respond.  Development seems to be ongoing.'],['customer support'],['ui'],[''],1,1,
915,"['Pros:    1. Reports. We needed to track our progress down every week and what better way it is than to view our reports. Zoho allows you to get a report for Sales Person, Items and Customer. It's detailed report on overdue invoices are great for us to pound the ones that need to pay. 2. Customer Service. They are always good at getting back to you. When no one is available to answer your call, tehy are going to call you back in less than 24 hrs. Their email support is also pretty quick they wont leave you hanging.']",['accounting method'],['customer support'],[''],1,1,
916,['This product Hooks up easily to Zoho CRM. The product works almost fluidly with the CRM. it makes it easy to see each client payment and how much we have received each month. The information the books hold really helps for some financial reports. The Reports do make my life easier kindof.  Books make it easy to bill clients and it keeps all the information in one place.'],['ease of use'],['backup'],[''],1,1,
917,['Zoho Books is so easy to use and very convenient software. The another best thing about this software is that it is the best accounting financial management software because it is the most reliable software for accounting as compared to its competitors.'],['ease of use'],['accounting method'],[''],1,1,
918,"['A true CRM tool for sales people with the tools the ability to give accountants information needed. You can provide invoicing and estimates for clients as well as get an overview of sales for the year, the month and other important information']",['accounting method'],['functionality'],[''],1,1,
919,"['You can automate much of your purchasing and invoicing 'paperwork' process which is wasted time you can spend actually working on your business.  It integrates easily with other Zoho products, QuickBooks and Google if you need it to.']",['auto update'],['time'],[''],1,1,
920,"['Zoho Books makes our life so easier by managing all of our invoices and expenses and get ready your checks to get rid all of our our money easily. By using this efficient software, we cannot worried about our banks accounts, transactions problems and we can easily collaborate with our customer and accountant.']",['accounting method'],['functionality'],[''],1,1,
921,['Ease of use'],['ease of use'],[''],[''],1,,
922,['The statement download from bank and reconciliation option is great GST filing options are great Dashboard is very well designed Android application is very useful'],['functionality'],['ui'],[''],1,1,
923,"['Very simple to categorize funds, connectivity with other tools in Zoho Suite.']",['functionality'],[''],[''],1,,
924,['Zoho books  supports to handle a multiple projects at a time and easy to calculate cost of sale of each project. Its very  helpful to present the overall view of each project to top level management and our clients. The Time tracking module in Zoho books  shows each project profitability. Its very easy to take statement of account of each client on the basis of user demand.'],['accounting method'],['functionality'],[''],1,1,
925,['Customer support is excellent. Multiple currency features is good.'],['customer support'],['functionality'],[''],1,1,
926,['This is quite a good option for keeping records. This software has excellent support to its users and gets update on a regular basis that is they continue to add new features.'],['backup'],['update'],[''],1,1,
927,['Recurring Bills  Mass uploading of transactions  cloud based  transactional approval  Tax compliant  Live bank update  Price list feature  comprehensive details for contacts  Reminders    '],['storage'],['accounting method'],[''],1,1,
928,['Its Up to date with the new developments  - It takes safe as you need passwords to access  - Its has an interesting User Interface '],['update'],['security'],['ui'],1,1,1
929,"['Simple, clean and clear UI. Nothing has come close.  Onboarding our accountants was simple.']",['ui'],['functionality'],[''],1,1,
930,"['This is a great cloud-based Booking software that integrates well with other Zoho apps, such as CRM. This allows our business to seamlessly transition between the two programs.']",['storage'],['functionality'],[''],1,1,
931,"['I love how other outside apps can be integrated as well.  Books is great for managing the estimates, invoices, work orders along with the expenses of your company.  ZOHO allows you to customize almost every aspect of the system.']",['accounting method'],['auto update'],[''],1,1,
932,"['Almost everything.  ZohoBooks is quick and easy to use, I love the Stripe integrations and how easy it is to use Zapier to extend its capabilities by connecting it with other software.  I've received calls from customers that use Quickbooks asking about the software we use to send invoices because its so easy to use! I'll never use anything else to run my businesses.  My CPA is working with it too now which makes it a super easy, integral part of my business.']",['ease of use'],['accounting method'],[''],1,1,
933,['I like that it's very user-friendly. Almost all the necessary things you need for your bookkeeping is there.'],['ease of use'],['functionality'],[''],1,1,
934,['I am a long time ZOHO user and I like the fact that all their products are integrated.  You don't have to license everything you need at once.  You can build it over time.  I also like that you can add on other software through third parties to ZOHO Books.'],['functionality'],[''],[''],1,,
935,['Everything work like they show in there presentations'],['none'],[''],[''],1,,
936,['Constant iteration  -Good support'],['customer support'],[''],[''],1,,
937,"['Ease of use, visual representation of dashboard, reports.']",['ease of use'],['ui'],[''],1,1,
938,['Ease of use and nicely featured for everyday business.'],['ease of use'],['ui'],[''],1,1,
939,['The ability to track time spent on a specific project for a specific customer and translate that to invoicing is great. The customer specific portal for them to access their invoices is another great feature that separates this tool from so many others.'],['accounting method'],['functionality'],[''],1,1,
940,['It is very customizable and can be synced with Zoho CRM. It is cloud based so data is safe and secure.'],['auto update'],['storage'],['security'],1,1,1
941,"['Zoho Books helps me manage finances per projects, where you can add tasks, assign members, and follow processes using your mobile device.  Simply insert your sheets and client information in the system, and bill them to customers in a second.  ']",['functionality'],[''],[''],1,,
942,"['cloud based, feature rich, simple to use, has user profiles, has customer portal, good customer service,']",['storage'],['ease of use'],['customer support'],1,1,1
943,['the price simply cannot be beaten. There are a lot of features for the monthly price. - Bank syncing works well and There have never been any problems with linking any of the Bank on my account. - Invoice and email customization is sufficient enough to differentiate itself from competitors. - Client portals allow clients to log in and see their billing history. - Zoho books can integrate with many other platforms via their API and through Zapier.'],['price'],['accounting method'],[''],1,1,
944,"['One of the best things about Zoho Books is that it is Scalable for any size business, and being that it runs in the Cloud, you don't need to worry about in house servers to run the app or any backup services. Zoho handles all of that for you!']",['storage'],['backup'],[''],1,1,
945,"['What I like most with this software is the ease of use.  I have not used ZOHO Books for very long, but it is very user friendly, you are able to edit the information that is entered.  I use ZOHO Books daily to review expenses that have been entered as well as submitting a timesheet each day.  For other software I have used, expenses are entered weekly and in ZOHO Books, the information is entered daily which gives our company a better idea of what has been expensed each day versus looking at software that shows a week long process.']",['ease of use'],['functionality'],[''],1,1,
946,"['Customer service is also very helpful. Price is not expensive, I think it deserves to try. Design is perfect and simplicity is the best part of it.']",['customer support'],['price'],['ui'],1,1,1
947,['Customer service  Access anywhere from any device'],['customer support'],[''],[''],1,,
948,"['The only thing I find even slightly annoying is that the feed connection to the bank account is often ""broken"", but on the positive side the status is clear and whatever issues exist seem to fix themselves automatically within a day or two. It's not really a show-stopper; it's just annoying when I want to ""clean up"" things and the bank feed isn't fully current.']",['accounting method'],['auto update'],[''],0,1,
949,['This software is not made for those wanting to automate as much of the workflow as possible.  It is also not for businesses hoping to scale with the software.  The software link to the bank account and credit card frequently breaks leaving the user to have to sync manually.  I have contacted customer service regarding this issue but there does not seem to be a solution. '],['auto update'],['customer support'],[''],0,1,
950,"['I would recommend this for companies that are running a full suite of Zoho products, such as Zoho CRM. Zoho Books is not readily compatible with third-party CRM or other software, so it is only recommended if you are starting a new business and do not have existing CRM, or are replacing a full suite.']",['other'],[''],[''],0,,
951,"['Don't quite understand how to customize an invoice, save it & use it for monthly billing.    Sometimes, I have to play around with the invoice to get all of the detail needed to print.  For example, it is not readily apparent how to display the dates for which each expense is incurred on the invoice.']",['auto update'],['time'],[''],0,0,
952,['1.As compared to Quickbooks online many features are missing. 2.Disadvantage of cloud based software is it becomes difficult to shift to windows based software as data can not be transferred easily. 3. Zoho attracts consumer by quoting very less fees for 1st year but from next years there is steep increase in charges.'],['storage'],['price'],[''],1,0,
953,"['No integrated payroll functionality - small flaw, as you can easily import journals from the software of your choice. Average bank reconciliation - filtering records is difficult, custom sorting as well.  No itegrated CIS solution. No reporting directly to HMRC.']",['functionality'],['accounting method'],[''],0,0,
954,"['Lacks basic functions like deposit slip printing (and automatically transferring those funds to bank from Undeposited Funds), ability to pre-send recurring invoices, inability to set simple defaults such as default account to accept payment to (always need to manually select Undeposited Funds when accepting checks) and no running total in account ledgers such as Undeposited Funds (how are you supposed to find and fix errors, mistakes?)']",['functionality'],['accounting method'],[''],0,0,
955,['The most obvious difficulty that we faced while using this software is that there features are not much advanced as compared to its competitors because it cannot provide the great features of sending expenses and finance to the business companies. The another problem of this software is that this software is very difficult for the new users and it is not so easy to learn how to handle our accounts and invoices. But still it is the best tool for business accounting.'],['functionality'],['ease of use'],[''],0,0,
956,"['Only administrators can adjust invoices once they have been sent which limits functionality for larger sales teams.  Cancelling an estimate or invoice even when in draft mode is not as straightforward as when you create one.  Mobile apps for Zoho Books is not as easy to use as the web app, if you are running a business, it is good for viewing sales at a glance but it is not ideal for CRM on the go.  There is a slight learning curve to use Zoho Books for accounts especially if you are coming from another accounting suite.']",['functionality'],['accounting method'],['ease of use'],0,0,0
